Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,20,57,0.3508771929824561,35.08771929824561
0,2,20,57,0.3508771929824561,35.08771929824561
0,3,17,57,0.2982456140350877,29.82456140350877
1,1,15,51,0.29411764705882354,29.411764705882355
1,2,19,51,0.37254901960784315,37.254901960784316
1,3,17,51,0.3333333333333333,33.33333333333333
2,1,11,47,0.23404255319148937,23.404255319148938
2,2,19,47,0.40425531914893614,40.42553191489361
2,3,17,47,0.3617021276595745,36.17021276595745
3,1,13,41,0.3170731707317073,31.70731707317073
3,2,16,41,0.3902439024390244,39.02439024390244
3,3,12,41,0.2926829268292683,29.268292682926827
4,1,12,36,0.3333333333333333,33.33333333333333
4,2,13,36,0.3611111111111111,36.11111111111111
4,3,11,36,0.3055555555555556,30.555555555555557
5,1,14,32,0.4375,43.75
5,2,9,32,0.28125,28.125
5,3,9,32,0.28125,28.125
6,1,9,24,0.375,37.5
6,2,7,24,0.2916666666666667,29.166666666666668
6,3,8,24,0.3333333333333333,33.33333333333333
7,1,10,22,0.45454545454545453,45.45454545454545
7,2,5,22,0.22727272727272727,22.727272727272727
7,3,7,22,0.3181818181818182,31.818181818181817
8,1,16,24,0.6666666666666666,66.66666666666666
8,2,4,24,0.16666666666666666,16.666666666666664
8,3,4,24,0.16666666666666666,16.666666666666664
9,1,22,22,1.0,100.0
9,2,0,22,0.0,0.0
9,3,0,22,0.0,0.0
