Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,22,58,0.3793103448275862,37.93103448275862
0,2,20,58,0.3448275862068966,34.48275862068966
0,3,16,58,0.27586206896551724,27.586206896551722
1,1,17,51,0.3333333333333333,33.33333333333333
1,2,18,51,0.35294117647058826,35.294117647058826
1,3,16,51,0.3137254901960784,31.372549019607842
2,1,14,46,0.30434782608695654,30.434782608695656
2,2,15,46,0.32608695652173914,32.608695652173914
2,3,17,46,0.3695652173913043,36.95652173913043
3,1,13,38,0.34210526315789475,34.21052631578947
3,2,13,38,0.34210526315789475,34.21052631578947
3,3,12,38,0.3157894736842105,31.57894736842105
4,1,11,32,0.34375,34.375
4,2,12,32,0.375,37.5
4,3,9,32,0.28125,28.125
5,1,12,30,0.4,40.0
5,2,10,30,0.3333333333333333,33.33333333333333
5,3,8,30,0.26666666666666666,26.666666666666668
6,1,8,23,0.34782608695652173,34.78260869565217
6,2,9,23,0.391304347826087,39.130434782608695
6,3,6,23,0.2608695652173913,26.08695652173913
7,1,7,22,0.3181818181818182,31.818181818181817
7,2,5,22,0.22727272727272727,22.727272727272727
7,3,10,22,0.45454545454545453,45.45454545454545
8,1,5,20,0.25,25.0
8,2,5,20,0.25,25.0
8,3,10,20,0.5,50.0
9,1,0,52,0.0,0.0
9,2,0,52,0.0,0.0
9,3,52,52,1.0,100.0
