Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,20,58,0.3448275862068966,34.48275862068966
0,2,20,58,0.3448275862068966,34.48275862068966
0,3,18,58,0.3103448275862069,31.03448275862069
1,1,15,48,0.3125,31.25
1,2,17,48,0.3541666666666667,35.41666666666667
1,3,16,48,0.3333333333333333,33.33333333333333
2,1,14,45,0.3111111111111111,31.11111111111111
2,2,14,45,0.3111111111111111,31.11111111111111
2,3,17,45,0.37777777777777777,37.77777777777778
3,1,15,42,0.35714285714285715,35.714285714285715
3,2,14,42,0.3333333333333333,33.33333333333333
3,3,13,42,0.30952380952380953,30.952380952380953
4,1,12,33,0.36363636363636365,36.36363636363637
4,2,11,33,0.3333333333333333,33.33333333333333
4,3,10,33,0.30303030303030304,30.303030303030305
5,1,13,29,0.4482758620689655,44.827586206896555
5,2,7,29,0.2413793103448276,24.137931034482758
5,3,9,29,0.3103448275862069,31.03448275862069
6,1,7,23,0.30434782608695654,30.434782608695656
6,2,7,23,0.30434782608695654,30.434782608695656
6,3,9,23,0.391304347826087,39.130434782608695
7,1,4,19,0.21052631578947367,21.052631578947366
7,2,8,19,0.42105263157894735,42.10526315789473
7,3,7,19,0.3684210526315789,36.84210526315789
8,1,0,15,0.0,0.0
8,2,12,15,0.8,80.0
8,3,3,15,0.2,20.0
9,1,0,15,0.0,0.0
9,2,15,15,1.0,100.0
9,3,0,15,0.0,0.0
