Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,8,26,0.3076923076923077,30.76923076923077
0,2,10,26,0.38461538461538464,38.46153846153847
0,3,8,26,0.3076923076923077,30.76923076923077
1,1,8,24,0.3333333333333333,33.33333333333333
1,2,10,24,0.4166666666666667,41.66666666666667
1,3,6,24,0.25,25.0
2,1,5,20,0.25,25.0
2,2,7,20,0.35,35.0
2,3,8,20,0.4,40.0
3,1,7,19,0.3684210526315789,36.84210526315789
3,2,8,19,0.42105263157894735,42.10526315789473
3,3,4,19,0.21052631578947367,21.052631578947366
4,1,2,11,0.18181818181818182,18.181818181818183
4,2,6,11,0.5454545454545454,54.54545454545454
4,3,3,11,0.2727272727272727,27.27272727272727
5,1,3,11,0.2727272727272727,27.27272727272727
5,2,5,11,0.45454545454545453,45.45454545454545
5,3,3,11,0.2727272727272727,27.27272727272727
6,1,2,6,0.3333333333333333,33.33333333333333
6,2,3,6,0.5,50.0
6,3,1,6,0.16666666666666666,16.666666666666664
7,1,2,6,0.3333333333333333,33.33333333333333
7,2,2,6,0.3333333333333333,33.33333333333333
7,3,2,6,0.3333333333333333,33.33333333333333
8,1,1,4,0.25,25.0
8,2,0,4,0.0,0.0
8,3,3,4,0.75,75.0
9,1,0,4,0.0,0.0
9,2,0,4,0.0,0.0
9,3,4,4,1.0,100.0
