Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,22,61,0.36065573770491804,36.0655737704918
0,2,20,61,0.32786885245901637,32.78688524590164
0,3,19,61,0.3114754098360656,31.147540983606557
1,1,18,52,0.34615384615384615,34.61538461538461
1,2,17,52,0.3269230769230769,32.69230769230769
1,3,17,52,0.3269230769230769,32.69230769230769
2,1,15,60,0.25,25.0
2,2,19,60,0.31666666666666665,31.666666666666664
2,3,26,60,0.43333333333333335,43.333333333333336
3,1,18,56,0.32142857142857145,32.142857142857146
3,2,20,56,0.35714285714285715,35.714285714285715
3,3,18,56,0.32142857142857145,32.142857142857146
4,1,16,50,0.32,32.0
4,2,17,50,0.34,34.0
4,3,17,50,0.34,34.0
5,1,16,46,0.34782608695652173,34.78260869565217
5,2,15,46,0.32608695652173914,32.608695652173914
5,3,15,46,0.32608695652173914,32.608695652173914
6,1,12,40,0.3,30.0
6,2,16,40,0.4,40.0
6,3,12,40,0.3,30.0
7,1,11,37,0.2972972972972973,29.72972972972973
7,2,15,37,0.40540540540540543,40.54054054054054
7,3,11,37,0.2972972972972973,29.72972972972973
8,1,44,50,0.88,88.0
8,2,3,50,0.06,6.0
8,3,3,50,0.06,6.0
9,1,48,48,1.0,100.0
9,2,0,48,0.0,0.0
9,3,0,48,0.0,0.0
