Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,15,365,0.0410958904109589,4.10958904109589
0,2,18,365,0.049315068493150684,4.931506849315069
0,3,20,365,0.0547945205479452,5.47945205479452
0,4,18,365,0.049315068493150684,4.931506849315069
0,5,16,365,0.043835616438356165,4.383561643835616
0,6,21,365,0.057534246575342465,5.7534246575342465
0,7,17,365,0.04657534246575343,4.657534246575342
0,8,18,365,0.049315068493150684,4.931506849315069
0,9,16,365,0.043835616438356165,4.383561643835616
0,10,16,365,0.043835616438356165,4.383561643835616
0,11,20,365,0.0547945205479452,5.47945205479452
0,12,14,365,0.038356164383561646,3.8356164383561646
0,13,21,365,0.057534246575342465,5.7534246575342465
0,14,17,365,0.04657534246575343,4.657534246575342
0,15,16,365,0.043835616438356165,4.383561643835616
0,16,22,365,0.06027397260273973,6.027397260273973
0,17,18,365,0.049315068493150684,4.931506849315069
0,18,25,365,0.0684931506849315,6.8493150684931505
0,19,23,365,0.06301369863013699,6.301369863013699
0,20,14,365,0.038356164383561646,3.8356164383561646
1,1,13,350,0.037142857142857144,3.7142857142857144
1,2,24,350,0.06857142857142857,6.857142857142858
1,3,16,350,0.045714285714285714,4.571428571428571
1,4,21,350,0.06,6.0
1,5,25,350,0.07142857142857142,7.142857142857142
1,6,16,350,0.045714285714285714,4.571428571428571
1,7,22,350,0.06285714285714286,6.2857142857142865
1,8,11,350,0.03142857142857143,3.1428571428571432
1,9,22,350,0.06285714285714286,6.2857142857142865
1,10,20,350,0.05714285714285714,5.714285714285714
1,11,12,350,0.03428571428571429,3.428571428571429
1,12,19,350,0.054285714285714284,5.428571428571429
1,13,11,350,0.03142857142857143,3.1428571428571432
1,14,16,350,0.045714285714285714,4.571428571428571
1,15,15,350,0.04285714285714286,4.285714285714286
1,16,18,350,0.05142857142857143,5.142857142857142
1,17,11,350,0.03142857142857143,3.1428571428571432
1,18,22,350,0.06285714285714286,6.2857142857142865
1,19,22,350,0.06285714285714286,6.2857142857142865
1,20,14,350,0.04,4.0
2,1,18,343,0.052478134110787174,5.247813411078718
2,2,15,343,0.043731778425655975,4.373177842565598
2,3,22,343,0.0641399416909621,6.41399416909621
2,4,22,343,0.0641399416909621,6.41399416909621
2,5,20,343,0.05830903790087463,5.830903790087463
2,6,20,343,0.05830903790087463,5.830903790087463
2,7,11,343,0.03206997084548105,3.206997084548105
2,8,16,343,0.04664723032069971,4.664723032069971
2,9,21,343,0.061224489795918366,6.122448979591836
2,10,13,343,0.037900874635568516,3.7900874635568513
2,11,17,343,0.04956268221574344,4.956268221574344
2,12,16,343,0.04664723032069971,4.664723032069971
2,13,15,343,0.043731778425655975,4.373177842565598
2,14,17,343,0.04956268221574344,4.956268221574344
2,15,15,343,0.043731778425655975,4.373177842565598
2,16,12,343,0.03498542274052478,3.498542274052478
2,17,18,343,0.052478134110787174,5.247813411078718
2,18,24,343,0.06997084548104957,6.997084548104956
2,19,19,343,0.05539358600583091,5.539358600583091
2,20,12,343,0.03498542274052478,3.498542274052478
3,1,16,317,0.050473186119873815,5.047318611987381
3,2,10,317,0.031545741324921134,3.1545741324921135
3,3,14,317,0.04416403785488959,4.416403785488959
3,4,27,317,0.08517350157728706,8.517350157728707
3,5,19,317,0.05993690851735016,5.993690851735016
3,6,16,317,0.050473186119873815,5.047318611987381
3,7,17,317,0.05362776025236593,5.3627760252365935
3,8,8,317,0.025236593059936908,2.5236593059936907
3,9,18,317,0.056782334384858045,5.678233438485805
3,10,23,317,0.07255520504731862,7.255520504731862
3,11,11,317,0.03470031545741325,3.4700315457413247
3,12,14,317,0.04416403785488959,4.416403785488959
3,13,17,317,0.05362776025236593,5.3627760252365935
3,14,14,317,0.04416403785488959,4.416403785488959
3,15,13,317,0.04100946372239748,4.100946372239748
3,16,16,317,0.050473186119873815,5.047318611987381
3,17,19,317,0.05993690851735016,5.993690851735016
3,18,12,317,0.03785488958990536,3.7854889589905363
3,19,14,317,0.04416403785488959,4.416403785488959
3,20,19,317,0.05993690851735016,5.993690851735016
4,1,17,305,0.05573770491803279,5.573770491803279
4,2,14,305,0.04590163934426229,4.590163934426229
4,3,20,305,0.06557377049180328,6.557377049180328
4,4,18,305,0.05901639344262295,5.901639344262295
4,5,17,305,0.05573770491803279,5.573770491803279
4,6,17,305,0.05573770491803279,5.573770491803279
4,7,12,305,0.03934426229508197,3.934426229508197
4,8,10,305,0.03278688524590164,3.278688524590164
4,9,13,305,0.04262295081967213,4.2622950819672125
4,10,17,305,0.05573770491803279,5.573770491803279
4,11,17,305,0.05573770491803279,5.573770491803279
4,12,13,305,0.04262295081967213,4.2622950819672125
4,13,13,305,0.04262295081967213,4.2622950819672125
4,14,15,305,0.04918032786885246,4.918032786885246
4,15,15,305,0.04918032786885246,4.918032786885246
4,16,15,305,0.04918032786885246,4.918032786885246
4,17,13,305,0.04262295081967213,4.2622950819672125
4,18,22,305,0.07213114754098361,7.213114754098362
4,19,15,305,0.04918032786885246,4.918032786885246
4,20,12,305,0.03934426229508197,3.934426229508197
5,1,13,270,0.04814814814814815,4.814814814814815
5,2,18,270,0.06666666666666667,6.666666666666667
5,3,19,270,0.07037037037037037,7.037037037037037
5,4,15,270,0.05555555555555555,5.555555555555555
5,5,20,270,0.07407407407407407,7.4074074074074066
5,6,17,270,0.06296296296296296,6.296296296296296
5,7,9,270,0.03333333333333333,3.3333333333333335
5,8,12,270,0.044444444444444446,4.444444444444445
5,9,10,270,0.037037037037037035,3.7037037037037033
5,10,16,270,0.05925925925925926,5.9259259259259265
5,11,10,270,0.037037037037037035,3.7037037037037033
5,12,7,270,0.025925925925925925,2.5925925925925926
5,13,12,270,0.044444444444444446,4.444444444444445
5,14,14,270,0.05185185185185185,5.185185185185185
5,15,16,270,0.05925925925925926,5.9259259259259265
5,16,13,270,0.04814814814814815,4.814814814814815
5,17,13,270,0.04814814814814815,4.814814814814815
5,18,9,270,0.03333333333333333,3.3333333333333335
5,19,13,270,0.04814814814814815,4.814814814814815
5,20,14,270,0.05185185185185185,5.185185185185185
6,1,11,241,0.04564315352697095,4.564315352697095
6,2,14,241,0.058091286307053944,5.809128630705394
6,3,20,241,0.08298755186721991,8.29875518672199
6,4,21,241,0.08713692946058091,8.71369294605809
6,5,11,241,0.04564315352697095,4.564315352697095
6,6,11,241,0.04564315352697095,4.564315352697095
6,7,16,241,0.06639004149377593,6.639004149377594
6,8,12,241,0.04979253112033195,4.979253112033195
6,9,10,241,0.04149377593360996,4.149377593360995
6,10,9,241,0.03734439834024896,3.7344398340248963
6,11,7,241,0.029045643153526972,2.904564315352697
6,12,7,241,0.029045643153526972,2.904564315352697
6,13,10,241,0.04149377593360996,4.149377593360995
6,14,9,241,0.03734439834024896,3.7344398340248963
6,15,13,241,0.05394190871369295,5.394190871369295
6,16,11,241,0.04564315352697095,4.564315352697095
6,17,10,241,0.04149377593360996,4.149377593360995
6,18,16,241,0.06639004149377593,6.639004149377594
6,19,12,241,0.04979253112033195,4.979253112033195
6,20,11,241,0.04564315352697095,4.564315352697095
7,1,11,212,0.05188679245283019,5.188679245283019
7,2,15,212,0.07075471698113207,7.0754716981132075
7,3,21,212,0.09905660377358491,9.90566037735849
7,4,16,212,0.07547169811320754,7.547169811320755
7,5,7,212,0.0330188679245283,3.30188679245283
7,6,17,212,0.08018867924528301,8.018867924528301
7,7,10,212,0.04716981132075472,4.716981132075472
7,8,8,212,0.03773584905660377,3.7735849056603774
7,9,8,212,0.03773584905660377,3.7735849056603774
7,10,8,212,0.03773584905660377,3.7735849056603774
7,11,7,212,0.0330188679245283,3.30188679245283
7,12,1,212,0.0047169811320754715,0.4716981132075472
7,13,5,212,0.02358490566037736,2.358490566037736
7,14,9,212,0.04245283018867924,4.245283018867925
7,15,9,212,0.04245283018867924,4.245283018867925
7,16,12,212,0.05660377358490566,5.660377358490567
7,17,13,212,0.06132075471698113,6.132075471698113
7,18,12,212,0.05660377358490566,5.660377358490567
7,19,10,212,0.04716981132075472,4.716981132075472
7,20,13,212,0.06132075471698113,6.132075471698113
8,1,12,190,0.06315789473684211,6.315789473684211
8,2,12,190,0.06315789473684211,6.315789473684211
8,3,15,190,0.07894736842105263,7.894736842105263
8,4,15,190,0.07894736842105263,7.894736842105263
8,5,14,190,0.07368421052631578,7.368421052631578
8,6,9,190,0.04736842105263158,4.736842105263158
8,7,13,190,0.06842105263157895,6.842105263157896
8,8,10,190,0.05263157894736842,5.263157894736842
8,9,10,190,0.05263157894736842,5.263157894736842
8,10,6,190,0.031578947368421054,3.1578947368421053
8,11,0,190,0.0,0.0
8,12,2,190,0.010526315789473684,1.0526315789473684
8,13,3,190,0.015789473684210527,1.5789473684210527
8,14,4,190,0.021052631578947368,2.1052631578947367
8,15,6,190,0.031578947368421054,3.1578947368421053
8,16,6,190,0.031578947368421054,3.1578947368421053
8,17,19,190,0.1,10.0
8,18,12,190,0.06315789473684211,6.315789473684211
8,19,7,190,0.03684210526315789,3.684210526315789
8,20,15,190,0.07894736842105263,7.894736842105263
9,1,12,161,0.07453416149068323,7.453416149068323
9,2,12,161,0.07453416149068323,7.453416149068323
9,3,11,161,0.06832298136645963,6.832298136645963
9,4,13,161,0.08074534161490683,8.074534161490684
9,5,9,161,0.055900621118012424,5.590062111801243
9,6,17,161,0.10559006211180125,10.559006211180124
9,7,11,161,0.06832298136645963,6.832298136645963
9,8,9,161,0.055900621118012424,5.590062111801243
9,9,3,161,0.018633540372670808,1.8633540372670807
9,10,1,161,0.006211180124223602,0.6211180124223602
9,11,0,161,0.0,0.0
9,12,0,161,0.0,0.0
9,13,1,161,0.006211180124223602,0.6211180124223602
9,14,4,161,0.024844720496894408,2.484472049689441
9,15,6,161,0.037267080745341616,3.7267080745341614
9,16,12,161,0.07453416149068323,7.453416149068323
9,17,9,161,0.055900621118012424,5.590062111801243
9,18,9,161,0.055900621118012424,5.590062111801243
9,19,12,161,0.07453416149068323,7.453416149068323
9,20,10,161,0.062111801242236024,6.211180124223603
10,1,8,134,0.05970149253731343,5.970149253731343
10,2,9,134,0.06716417910447761,6.7164179104477615
10,3,12,134,0.08955223880597014,8.955223880597014
10,4,12,134,0.08955223880597014,8.955223880597014
10,5,14,134,0.1044776119402985,10.44776119402985
10,6,11,134,0.08208955223880597,8.208955223880597
10,7,12,134,0.08955223880597014,8.955223880597014
10,8,5,134,0.03731343283582089,3.731343283582089
10,9,2,134,0.014925373134328358,1.4925373134328357
10,10,0,134,0.0,0.0
10,11,0,134,0.0,0.0
10,12,0,134,0.0,0.0
10,13,0,134,0.0,0.0
10,14,2,134,0.014925373134328358,1.4925373134328357
10,15,4,134,0.029850746268656716,2.9850746268656714
10,16,2,134,0.014925373134328358,1.4925373134328357
10,17,9,134,0.06716417910447761,6.7164179104477615
10,18,12,134,0.08955223880597014,8.955223880597014
10,19,9,134,0.06716417910447761,6.7164179104477615
10,20,11,134,0.08208955223880597,8.208955223880597
11,1,5,110,0.045454545454545456,4.545454545454546
11,2,10,110,0.09090909090909091,9.090909090909092
11,3,14,110,0.12727272727272726,12.727272727272727
11,4,10,110,0.09090909090909091,9.090909090909092
11,5,13,110,0.11818181818181818,11.818181818181818
11,6,10,110,0.09090909090909091,9.090909090909092
11,7,5,110,0.045454545454545456,4.545454545454546
11,8,3,110,0.02727272727272727,2.727272727272727
11,9,1,110,0.00909090909090909,0.9090909090909091
11,10,0,110,0.0,0.0
11,11,0,110,0.0,0.0
11,12,0,110,0.0,0.0
11,13,0,110,0.0,0.0
11,14,2,110,0.01818181818181818,1.8181818181818181
11,15,1,110,0.00909090909090909,0.9090909090909091
11,16,5,110,0.045454545454545456,4.545454545454546
11,17,9,110,0.08181818181818182,8.181818181818182
11,18,8,110,0.07272727272727272,7.2727272727272725
11,19,6,110,0.05454545454545454,5.454545454545454
11,20,8,110,0.07272727272727272,7.2727272727272725
12,1,10,95,0.10526315789473684,10.526315789473683
12,2,12,95,0.12631578947368421,12.631578947368421
12,3,9,95,0.09473684210526316,9.473684210526317
12,4,11,95,0.11578947368421053,11.578947368421053
12,5,14,95,0.14736842105263157,14.736842105263156
12,6,7,95,0.07368421052631578,7.368421052631578
12,7,2,95,0.021052631578947368,2.1052631578947367
12,8,1,95,0.010526315789473684,1.0526315789473684
12,9,1,95,0.010526315789473684,1.0526315789473684
12,10,0,95,0.0,0.0
12,11,0,95,0.0,0.0
12,12,0,95,0.0,0.0
12,13,0,95,0.0,0.0
12,14,0,95,0.0,0.0
12,15,1,95,0.010526315789473684,1.0526315789473684
12,16,2,95,0.021052631578947368,2.1052631578947367
12,17,7,95,0.07368421052631578,7.368421052631578
12,18,8,95,0.08421052631578947,8.421052631578947
12,19,5,95,0.05263157894736842,5.263157894736842
12,20,5,95,0.05263157894736842,5.263157894736842
13,1,4,70,0.05714285714285714,5.714285714285714
13,2,7,70,0.1,10.0
13,3,9,70,0.12857142857142856,12.857142857142856
13,4,16,70,0.22857142857142856,22.857142857142858
13,5,6,70,0.08571428571428572,8.571428571428571
13,6,1,70,0.014285714285714285,1.4285714285714286
13,7,2,70,0.02857142857142857,2.857142857142857
13,8,0,70,0.0,0.0
13,9,0,70,0.0,0.0
13,10,0,70,0.0,0.0
13,11,0,70,0.0,0.0
13,12,0,70,0.0,0.0
13,13,0,70,0.0,0.0
13,14,0,70,0.0,0.0
13,15,0,70,0.0,0.0
13,16,2,70,0.02857142857142857,2.857142857142857
13,17,7,70,0.1,10.0
13,18,6,70,0.08571428571428572,8.571428571428571
13,19,4,70,0.05714285714285714,5.714285714285714
13,20,6,70,0.08571428571428572,8.571428571428571
14,1,4,57,0.07017543859649122,7.017543859649122
14,2,7,57,0.12280701754385964,12.280701754385964
14,3,11,57,0.19298245614035087,19.298245614035086
14,4,10,57,0.17543859649122806,17.543859649122805
14,5,7,57,0.12280701754385964,12.280701754385964
14,6,2,57,0.03508771929824561,3.508771929824561
14,7,0,57,0.0,0.0
14,8,0,57,0.0,0.0
14,9,0,57,0.0,0.0
14,10,0,57,0.0,0.0
14,11,0,57,0.0,0.0
14,12,0,57,0.0,0.0
14,13,0,57,0.0,0.0
14,14,0,57,0.0,0.0
14,15,0,57,0.0,0.0
14,16,1,57,0.017543859649122806,1.7543859649122806
14,17,2,57,0.03508771929824561,3.508771929824561
14,18,6,57,0.10526315789473684,10.526315789473683
14,19,5,57,0.08771929824561403,8.771929824561402
14,20,2,57,0.03508771929824561,3.508771929824561
15,1,3,45,0.06666666666666667,6.666666666666667
15,2,5,45,0.1111111111111111,11.11111111111111
15,3,7,45,0.15555555555555556,15.555555555555555
15,4,8,45,0.17777777777777778,17.77777777777778
15,5,5,45,0.1111111111111111,11.11111111111111
15,6,2,45,0.044444444444444446,4.444444444444445
15,7,0,45,0.0,0.0
15,8,0,45,0.0,0.0
15,9,0,45,0.0,0.0
15,10,0,45,0.0,0.0
15,11,0,45,0.0,0.0
15,12,0,45,0.0,0.0
15,13,0,45,0.0,0.0
15,14,0,45,0.0,0.0
15,15,0,45,0.0,0.0
15,16,0,45,0.0,0.0
15,17,2,45,0.044444444444444446,4.444444444444445
15,18,3,45,0.06666666666666667,6.666666666666667
15,19,5,45,0.1111111111111111,11.11111111111111
15,20,5,45,0.1111111111111111,11.11111111111111
16,1,5,35,0.14285714285714285,14.285714285714285
16,2,5,35,0.14285714285714285,14.285714285714285
16,3,9,35,0.2571428571428571,25.71428571428571
16,4,6,35,0.17142857142857143,17.142857142857142
16,5,1,35,0.02857142857142857,2.857142857142857
16,6,0,35,0.0,0.0
16,7,0,35,0.0,0.0
16,8,0,35,0.0,0.0
16,9,0,35,0.0,0.0
16,10,0,35,0.0,0.0
16,11,0,35,0.0,0.0
16,12,0,35,0.0,0.0
16,13,0,35,0.0,0.0
16,14,0,35,0.0,0.0
16,15,0,35,0.0,0.0
16,16,0,35,0.0,0.0
16,17,0,35,0.0,0.0
16,18,1,35,0.02857142857142857,2.857142857142857
16,19,2,35,0.05714285714285714,5.714285714285714
16,20,6,35,0.17142857142857143,17.142857142857142
17,1,5,26,0.19230769230769232,19.230769230769234
17,2,7,26,0.2692307692307692,26.923076923076923
17,3,4,26,0.15384615384615385,15.384615384615385
17,4,3,26,0.11538461538461539,11.538461538461538
17,5,0,26,0.0,0.0
17,6,0,26,0.0,0.0
17,7,0,26,0.0,0.0
17,8,0,26,0.0,0.0
17,9,0,26,0.0,0.0
17,10,0,26,0.0,0.0
17,11,0,26,0.0,0.0
17,12,0,26,0.0,0.0
17,13,0,26,0.0,0.0
17,14,0,26,0.0,0.0
17,15,0,26,0.0,0.0
17,16,0,26,0.0,0.0
17,17,0,26,0.0,0.0
17,18,0,26,0.0,0.0
17,19,3,26,0.11538461538461539,11.538461538461538
17,20,4,26,0.15384615384615385,15.384615384615385
18,1,3,20,0.15,15.0
18,2,6,20,0.3,30.0
18,3,5,20,0.25,25.0
18,4,0,20,0.0,0.0
18,5,0,20,0.0,0.0
18,6,0,20,0.0,0.0
18,7,0,20,0.0,0.0
18,8,0,20,0.0,0.0
18,9,0,20,0.0,0.0
18,10,0,20,0.0,0.0
18,11,0,20,0.0,0.0
18,12,0,20,0.0,0.0
18,13,0,20,0.0,0.0
18,14,0,20,0.0,0.0
18,15,0,20,0.0,0.0
18,16,0,20,0.0,0.0
18,17,0,20,0.0,0.0
18,18,0,20,0.0,0.0
18,19,0,20,0.0,0.0
18,20,6,20,0.3,30.0
19,1,19,19,1.0,100.0
19,2,0,19,0.0,0.0
19,3,0,19,0.0,0.0
19,4,0,19,0.0,0.0
19,5,0,19,0.0,0.0
19,6,0,19,0.0,0.0
19,7,0,19,0.0,0.0
19,8,0,19,0.0,0.0
19,9,0,19,0.0,0.0
19,10,0,19,0.0,0.0
19,11,0,19,0.0,0.0
19,12,0,19,0.0,0.0
19,13,0,19,0.0,0.0
19,14,0,19,0.0,0.0
19,15,0,19,0.0,0.0
19,16,0,19,0.0,0.0
19,17,0,19,0.0,0.0
19,18,0,19,0.0,0.0
19,19,0,19,0.0,0.0
19,20,0,19,0.0,0.0
