Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,20,54,0.37037037037037035,37.03703703703704
0,2,18,54,0.3333333333333333,33.33333333333333
0,3,16,54,0.2962962962962963,29.629629629629626
1,1,17,54,0.3148148148148148,31.48148148148148
1,2,17,54,0.3148148148148148,31.48148148148148
1,3,20,54,0.37037037037037035,37.03703703703704
2,1,16,53,0.3018867924528302,30.18867924528302
2,2,14,53,0.2641509433962264,26.41509433962264
2,3,23,53,0.4339622641509434,43.39622641509434
3,1,22,56,0.39285714285714285,39.285714285714285
3,2,16,56,0.2857142857142857,28.57142857142857
3,3,18,56,0.32142857142857145,32.142857142857146
4,1,16,51,0.3137254901960784,31.372549019607842
4,2,18,51,0.35294117647058826,35.294117647058826
4,3,17,51,0.3333333333333333,33.33333333333333
5,1,15,39,0.38461538461538464,38.46153846153847
5,2,9,39,0.23076923076923078,23.076923076923077
5,3,15,39,0.38461538461538464,38.46153846153847
6,1,10,32,0.3125,31.25
6,2,11,32,0.34375,34.375
6,3,11,32,0.34375,34.375
7,1,8,24,0.3333333333333333,33.33333333333333
7,2,7,24,0.2916666666666667,29.166666666666668
7,3,9,24,0.375,37.5
8,1,7,21,0.3333333333333333,33.33333333333333
8,2,5,21,0.23809523809523808,23.809523809523807
8,3,9,21,0.42857142857142855,42.857142857142854
9,1,0,32,0.0,0.0
9,2,32,32,1.0,100.0
9,3,0,32,0.0,0.0
