Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,19,51,0.37254901960784315,37.254901960784316
0,2,17,51,0.3333333333333333,33.33333333333333
0,3,15,51,0.29411764705882354,29.411764705882355
1,1,16,46,0.34782608695652173,34.78260869565217
1,2,16,46,0.34782608695652173,34.78260869565217
1,3,14,46,0.30434782608695654,30.434782608695656
2,1,13,43,0.3023255813953488,30.23255813953488
2,2,11,43,0.2558139534883721,25.581395348837212
2,3,19,43,0.4418604651162791,44.18604651162791
3,1,18,46,0.391304347826087,39.130434782608695
3,2,12,46,0.2608695652173913,26.08695652173913
3,3,16,46,0.34782608695652173,34.78260869565217
4,1,15,39,0.38461538461538464,38.46153846153847
4,2,12,39,0.3076923076923077,30.76923076923077
4,3,12,39,0.3076923076923077,30.76923076923077
5,1,10,30,0.3333333333333333,33.33333333333333
5,2,10,30,0.3333333333333333,33.33333333333333
5,3,10,30,0.3333333333333333,33.33333333333333
6,1,8,26,0.3076923076923077,30.76923076923077
6,2,7,26,0.2692307692307692,26.923076923076923
6,3,11,26,0.4230769230769231,42.30769230769231
7,1,8,21,0.38095238095238093,38.095238095238095
7,2,7,21,0.3333333333333333,33.33333333333333
7,3,6,21,0.2857142857142857,28.57142857142857
8,1,3,19,0.15789473684210525,15.789473684210526
8,2,7,19,0.3684210526315789,36.84210526315789
8,3,9,19,0.47368421052631576,47.368421052631575
9,1,22,22,1.0,100.0
9,2,0,22,0.0,0.0
9,3,0,22,0.0,0.0
