Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,14,49,0.2857142857142857,28.57142857142857
0,2,18,49,0.3673469387755102,36.734693877551024
0,3,17,49,0.3469387755102041,34.69387755102041
1,1,18,47,0.3829787234042553,38.297872340425535
1,2,14,47,0.2978723404255319,29.78723404255319
1,3,15,47,0.3191489361702128,31.914893617021278
2,1,12,44,0.2727272727272727,27.27272727272727
2,2,11,44,0.25,25.0
2,3,21,44,0.4772727272727273,47.72727272727273
3,1,16,39,0.41025641025641024,41.02564102564102
3,2,14,39,0.358974358974359,35.8974358974359
3,3,9,39,0.23076923076923078,23.076923076923077
4,1,11,38,0.2894736842105263,28.947368421052634
4,2,9,38,0.23684210526315788,23.684210526315788
4,3,18,38,0.47368421052631576,47.368421052631575
5,1,12,29,0.41379310344827586,41.37931034482759
5,2,7,29,0.2413793103448276,24.137931034482758
5,3,10,29,0.3448275862068966,34.48275862068966
6,1,7,23,0.30434782608695654,30.434782608695656
6,2,5,23,0.21739130434782608,21.73913043478261
6,3,11,23,0.4782608695652174,47.82608695652174
7,1,7,18,0.3888888888888889,38.88888888888889
7,2,5,18,0.2777777777777778,27.77777777777778
7,3,6,18,0.3333333333333333,33.33333333333333
8,1,4,14,0.2857142857142857,28.57142857142857
8,2,7,14,0.5,50.0
8,3,3,14,0.21428571428571427,21.428571428571427
9,1,17,17,1.0,100.0
9,2,0,17,0.0,0.0
9,3,0,17,0.0,0.0
