Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,14,45,0.3111111111111111,31.11111111111111
0,2,16,45,0.35555555555555557,35.55555555555556
0,3,15,45,0.3333333333333333,33.33333333333333
1,1,18,42,0.42857142857142855,42.857142857142854
1,2,10,42,0.23809523809523808,23.809523809523807
1,3,14,42,0.3333333333333333,33.33333333333333
2,1,8,39,0.20512820512820512,20.51282051282051
2,2,13,39,0.3333333333333333,33.33333333333333
2,3,18,39,0.46153846153846156,46.15384615384615
3,1,13,33,0.3939393939393939,39.39393939393939
3,2,10,33,0.30303030303030304,30.303030303030305
3,3,10,33,0.30303030303030304,30.303030303030305
4,1,10,29,0.3448275862068966,34.48275862068966
4,2,8,29,0.27586206896551724,27.586206896551722
4,3,11,29,0.3793103448275862,37.93103448275862
5,1,9,21,0.42857142857142855,42.857142857142854
5,2,7,21,0.3333333333333333,33.33333333333333
5,3,5,21,0.23809523809523808,23.809523809523807
6,1,4,17,0.23529411764705882,23.52941176470588
6,2,6,17,0.35294117647058826,35.294117647058826
6,3,7,17,0.4117647058823529,41.17647058823529
7,1,4,15,0.26666666666666666,26.666666666666668
7,2,4,15,0.26666666666666666,26.666666666666668
7,3,7,15,0.4666666666666667,46.666666666666664
8,1,5,13,0.38461538461538464,38.46153846153847
8,2,2,13,0.15384615384615385,15.384615384615385
8,3,6,13,0.46153846153846156,46.15384615384615
9,1,0,12,0.0,0.0
9,2,12,12,1.0,100.0
9,3,0,12,0.0,0.0
