Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,20,56,0.35714285714285715,35.714285714285715
0,2,19,56,0.3392857142857143,33.92857142857143
0,3,17,56,0.30357142857142855,30.357142857142854
1,1,19,56,0.3392857142857143,33.92857142857143
1,2,18,56,0.32142857142857145,32.142857142857146
1,3,19,56,0.3392857142857143,33.92857142857143
2,1,16,56,0.2857142857142857,28.57142857142857
2,2,16,56,0.2857142857142857,28.57142857142857
2,3,24,56,0.42857142857142855,42.857142857142854
3,1,19,56,0.3392857142857143,33.92857142857143
3,2,17,56,0.30357142857142855,30.357142857142854
3,3,20,56,0.35714285714285715,35.714285714285715
4,1,16,52,0.3076923076923077,30.76923076923077
4,2,19,52,0.36538461538461536,36.53846153846153
4,3,17,52,0.3269230769230769,32.69230769230769
5,1,15,41,0.36585365853658536,36.58536585365854
5,2,12,41,0.2926829268292683,29.268292682926827
5,3,14,41,0.34146341463414637,34.146341463414636
6,1,14,39,0.358974358974359,35.8974358974359
6,2,10,39,0.2564102564102564,25.64102564102564
6,3,15,39,0.38461538461538464,38.46153846153847
7,1,10,32,0.3125,31.25
7,2,12,32,0.375,37.5
7,3,10,32,0.3125,31.25
8,1,12,29,0.41379310344827586,41.37931034482759
8,2,4,29,0.13793103448275862,13.793103448275861
8,3,13,29,0.4482758620689655,44.827586206896555
9,1,0,40,0.0,0.0
9,2,40,40,1.0,100.0
9,3,0,40,0.0,0.0
