Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,17,52,0.3269230769230769,32.69230769230769
0,2,18,52,0.34615384615384615,34.61538461538461
0,3,17,52,0.3269230769230769,32.69230769230769
1,1,19,53,0.3584905660377358,35.84905660377358
1,2,15,53,0.2830188679245283,28.30188679245283
1,3,19,53,0.3584905660377358,35.84905660377358
2,1,13,54,0.24074074074074073,24.074074074074073
2,2,16,54,0.2962962962962963,29.629629629629626
2,3,25,54,0.46296296296296297,46.2962962962963
3,1,19,55,0.34545454545454546,34.54545454545455
3,2,18,55,0.32727272727272727,32.72727272727273
3,3,18,55,0.32727272727272727,32.72727272727273
4,1,18,51,0.35294117647058826,35.294117647058826
4,2,16,51,0.3137254901960784,31.372549019607842
4,3,17,51,0.3333333333333333,33.33333333333333
5,1,13,41,0.3170731707317073,31.70731707317073
5,2,13,41,0.3170731707317073,31.70731707317073
5,3,15,41,0.36585365853658536,36.58536585365854
6,1,10,35,0.2857142857142857,28.57142857142857
6,2,13,35,0.37142857142857144,37.142857142857146
6,3,12,35,0.34285714285714286,34.285714285714285
7,1,16,38,0.42105263157894735,42.10526315789473
7,2,8,38,0.21052631578947367,21.052631578947366
7,3,14,38,0.3684210526315789,36.84210526315789
8,1,14,38,0.3684210526315789,36.84210526315789
8,2,14,38,0.3684210526315789,36.84210526315789
8,3,10,38,0.2631578947368421,26.31578947368421
9,1,0,47,0.0,0.0
9,2,0,47,0.0,0.0
9,3,47,47,1.0,100.0
