Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,17,52,0.3269230769230769,32.69230769230769
0,2,18,52,0.34615384615384615,34.61538461538461
0,3,17,52,0.3269230769230769,32.69230769230769
1,1,19,51,0.37254901960784315,37.254901960784316
1,2,16,51,0.3137254901960784,31.372549019607842
1,3,16,51,0.3137254901960784,31.372549019607842
2,1,13,48,0.2708333333333333,27.083333333333332
2,2,13,48,0.2708333333333333,27.083333333333332
2,3,22,48,0.4583333333333333,45.83333333333333
3,1,18,45,0.4,40.0
3,2,16,45,0.35555555555555557,35.55555555555556
3,3,11,45,0.24444444444444444,24.444444444444443
4,1,15,46,0.32608695652173914,32.608695652173914
4,2,15,46,0.32608695652173914,32.608695652173914
4,3,16,46,0.34782608695652173,34.78260869565217
5,1,15,39,0.38461538461538464,38.46153846153847
5,2,10,39,0.2564102564102564,25.64102564102564
5,3,14,39,0.358974358974359,35.8974358974359
6,1,11,36,0.3055555555555556,30.555555555555557
6,2,9,36,0.25,25.0
6,3,16,36,0.4444444444444444,44.44444444444444
7,1,12,37,0.32432432432432434,32.432432432432435
7,2,11,37,0.2972972972972973,29.72972972972973
7,3,14,37,0.3783783783783784,37.83783783783784
8,1,14,30,0.4666666666666667,46.666666666666664
8,2,11,30,0.36666666666666664,36.666666666666664
8,3,5,30,0.16666666666666666,16.666666666666664
9,1,0,30,0.0,0.0
9,2,0,30,0.0,0.0
9,3,30,30,1.0,100.0
