Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,329,1074,0.3063314711359404,30.63314711359404
0,2,520,1074,0.48417132216014896,48.4171322160149
0,3,225,1074,0.20949720670391062,20.949720670391063
1,1,160,559,0.28622540250447226,28.622540250447226
1,2,281,559,0.5026833631484794,50.268336314847936
1,3,118,559,0.2110912343470483,21.10912343470483
2,1,137,554,0.24729241877256317,24.729241877256317
2,2,273,554,0.4927797833935018,49.277978339350184
2,3,144,554,0.259927797833935,25.992779783393498
3,1,72,281,0.25622775800711745,25.622775800711743
3,2,136,281,0.48398576512455516,48.39857651245551
3,3,73,281,0.2597864768683274,25.97864768683274
4,1,78,281,0.2775800711743772,27.75800711743772
4,2,145,281,0.5160142348754448,51.60142348754449
4,3,58,281,0.20640569395017794,20.640569395017792
5,1,50,145,0.3448275862068966,34.48275862068966
5,2,70,145,0.4827586206896552,48.275862068965516
5,3,25,145,0.1724137931034483,17.24137931034483
6,1,45,145,0.3103448275862069,31.03448275862069
6,2,75,145,0.5172413793103449,51.724137931034484
6,3,25,145,0.1724137931034483,17.24137931034483
7,1,23,75,0.30666666666666664,30.666666666666664
7,2,39,75,0.52,52.0
7,3,13,75,0.17333333333333334,17.333333333333336
8,1,18,75,0.24,24.0
8,2,36,75,0.48,48.0
8,3,21,75,0.28,28.000000000000004
9,1,0,39,0.0,0.0
9,2,39,39,1.0,100.0
9,3,0,39,0.0,0.0
