Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,232,705,0.32907801418439714,32.90780141843971
0,2,301,705,0.4269503546099291,42.695035460992905
0,3,172,705,0.24397163120567375,24.397163120567374
1,1,138,557,0.24775583482944344,24.775583482944345
1,2,282,557,0.5062836624775583,50.62836624775583
1,3,137,557,0.2459605026929982,24.59605026929982
2,1,134,388,0.34536082474226804,34.5360824742268
2,2,184,388,0.4742268041237113,47.42268041237113
2,3,70,388,0.18041237113402062,18.04123711340206
3,1,124,289,0.4290657439446367,42.90657439446367
3,2,77,289,0.2664359861591695,26.643598615916954
3,3,88,289,0.3044982698961938,30.44982698961938
4,1,77,223,0.3452914798206278,34.52914798206278
4,2,104,223,0.4663677130044843,46.63677130044843
4,3,42,223,0.18834080717488788,18.83408071748879
5,1,57,149,0.3825503355704698,38.25503355704698
5,2,53,149,0.35570469798657717,35.57046979865772
5,3,39,149,0.26174496644295303,26.174496644295303
6,1,34,112,0.30357142857142855,30.357142857142854
6,2,56,112,0.5,50.0
6,3,22,112,0.19642857142857142,19.642857142857142
7,1,13,77,0.16883116883116883,16.883116883116884
7,2,41,77,0.5324675324675324,53.246753246753244
7,3,23,77,0.2987012987012987,29.87012987012987
8,1,10,60,0.16666666666666666,16.666666666666664
8,2,35,60,0.5833333333333334,58.333333333333336
8,3,15,60,0.25,25.0
9,1,0,40,0.0,0.0
9,2,40,40,1.0,100.0
9,3,0,40,0.0,0.0
