Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,13,51,0.2549019607843137,25.49019607843137
0,2,26,51,0.5098039215686274,50.98039215686274
0,3,12,51,0.23529411764705882,23.52941176470588
1,1,13,44,0.29545454545454547,29.545454545454547
1,2,20,44,0.45454545454545453,45.45454545454545
1,3,11,44,0.25,25.0
2,1,14,41,0.34146341463414637,34.146341463414636
2,2,19,41,0.4634146341463415,46.34146341463415
2,3,8,41,0.1951219512195122,19.51219512195122
3,1,11,39,0.28205128205128205,28.205128205128204
3,2,15,39,0.38461538461538464,38.46153846153847
3,3,13,39,0.3333333333333333,33.33333333333333
4,1,10,35,0.2857142857142857,28.57142857142857
4,2,16,35,0.45714285714285713,45.714285714285715
4,3,9,35,0.2571428571428571,25.71428571428571
5,1,12,37,0.32432432432432434,32.432432432432435
5,2,13,37,0.35135135135135137,35.13513513513514
5,3,12,37,0.32432432432432434,32.432432432432435
6,1,7,27,0.25925925925925924,25.925925925925924
6,2,11,27,0.4074074074074074,40.74074074074074
6,3,9,27,0.3333333333333333,33.33333333333333
7,1,6,25,0.24,24.0
7,2,11,25,0.44,44.0
7,3,8,25,0.32,32.0
8,1,4,20,0.2,20.0
8,2,11,20,0.55,55.00000000000001
8,3,5,20,0.25,25.0
9,1,0,41,0.0,0.0
9,2,41,41,1.0,100.0
9,3,0,41,0.0,0.0
