Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,90,464,0.1939655172413793,19.396551724137932
0,2,226,464,0.4870689655172414,48.706896551724135
0,3,148,464,0.31896551724137934,31.896551724137932
1,1,67,335,0.2,20.0
1,2,153,335,0.45671641791044776,45.67164179104478
1,3,115,335,0.34328358208955223,34.32835820895522
2,1,50,248,0.20161290322580644,20.161290322580644
2,2,120,248,0.4838709677419355,48.38709677419355
2,3,78,248,0.31451612903225806,31.451612903225808
3,1,46,183,0.25136612021857924,25.136612021857925
3,2,62,183,0.33879781420765026,33.87978142076503
3,3,75,183,0.4098360655737705,40.98360655737705
4,1,19,133,0.14285714285714285,14.285714285714285
4,2,69,133,0.518796992481203,51.8796992481203
4,3,45,133,0.3383458646616541,33.83458646616541
5,1,19,96,0.19791666666666666,19.791666666666664
5,2,39,96,0.40625,40.625
5,3,38,96,0.3958333333333333,39.58333333333333
6,1,10,68,0.14705882352941177,14.705882352941178
6,2,29,68,0.4264705882352941,42.64705882352941
6,3,29,68,0.4264705882352941,42.64705882352941
7,1,0,48,0.0,0.0
7,2,26,48,0.5416666666666666,54.166666666666664
7,3,22,48,0.4583333333333333,45.83333333333333
8,1,0,39,0.0,0.0
8,2,13,39,0.3333333333333333,33.33333333333333
8,3,26,39,0.6666666666666666,66.66666666666666
9,1,0,26,0.0,0.0
9,2,0,26,0.0,0.0
9,3,26,26,1.0,100.0
