Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,27,71,0.38028169014084506,38.028169014084504
0,2,32,71,0.4507042253521127,45.07042253521127
0,3,12,71,0.16901408450704225,16.901408450704224
1,1,18,65,0.27692307692307694,27.692307692307693
1,2,35,65,0.5384615384615384,53.84615384615385
1,3,12,65,0.18461538461538463,18.461538461538463
2,1,16,40,0.4,40.0
2,2,15,40,0.375,37.5
2,3,9,40,0.225,22.5
3,1,13,35,0.37142857142857144,37.142857142857146
3,2,13,35,0.37142857142857144,37.142857142857146
3,3,9,35,0.2571428571428571,25.71428571428571
4,1,8,22,0.36363636363636365,36.36363636363637
4,2,11,22,0.5,50.0
4,3,3,22,0.13636363636363635,13.636363636363635
5,1,8,19,0.42105263157894735,42.10526315789473
5,2,8,19,0.42105263157894735,42.10526315789473
5,3,3,19,0.15789473684210525,15.789473684210526
6,1,5,11,0.45454545454545453,45.45454545454545
6,2,5,11,0.45454545454545453,45.45454545454545
6,3,1,11,0.09090909090909091,9.090909090909092
7,1,5,10,0.5,50.0
7,2,4,10,0.4,40.0
7,3,1,10,0.1,10.0
8,1,6,6,1.0,100.0
8,2,0,6,0.0,0.0
8,3,0,6,0.0,0.0
9,1,6,6,1.0,100.0
9,2,0,6,0.0,0.0
9,3,0,6,0.0,0.0
