Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,61,232,0.2629310344827586,26.29310344827586
0,2,106,232,0.45689655172413796,45.689655172413794
0,3,65,232,0.2801724137931034,28.01724137931034
1,1,48,219,0.2191780821917808,21.91780821917808
1,2,109,219,0.4977168949771689,49.77168949771689
1,3,62,219,0.2831050228310502,28.31050228310502
2,1,37,123,0.3008130081300813,30.081300813008134
2,2,57,123,0.4634146341463415,46.34146341463415
2,3,29,123,0.23577235772357724,23.577235772357724
3,1,33,114,0.2894736842105263,28.947368421052634
3,2,50,114,0.43859649122807015,43.859649122807014
3,3,31,114,0.2719298245614035,27.192982456140353
4,1,20,64,0.3125,31.25
4,2,31,64,0.484375,48.4375
4,3,13,64,0.203125,20.3125
5,1,16,58,0.27586206896551724,27.586206896551722
5,2,28,58,0.4827586206896552,48.275862068965516
5,3,14,58,0.2413793103448276,24.137931034482758
6,1,10,32,0.3125,31.25
6,2,16,32,0.5,50.0
6,3,6,32,0.1875,18.75
7,1,7,29,0.2413793103448276,24.137931034482758
7,2,15,29,0.5172413793103449,51.724137931034484
7,3,7,29,0.2413793103448276,24.137931034482758
8,1,3,16,0.1875,18.75
8,2,12,16,0.75,75.0
8,3,1,16,0.0625,6.25
9,1,0,15,0.0,0.0
9,2,15,15,1.0,100.0
9,3,0,15,0.0,0.0
