Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,9,29,0.3103448275862069,31.03448275862069
0,2,15,29,0.5172413793103449,51.724137931034484
0,3,5,29,0.1724137931034483,17.24137931034483
1,1,7,25,0.28,28.000000000000004
1,2,13,25,0.52,52.0
1,3,5,25,0.2,20.0
2,1,6,19,0.3157894736842105,31.57894736842105
2,2,8,19,0.42105263157894735,42.10526315789473
2,3,5,19,0.2631578947368421,26.31578947368421
3,1,5,17,0.29411764705882354,29.411764705882355
3,2,7,17,0.4117647058823529,41.17647058823529
3,3,5,17,0.29411764705882354,29.411764705882355
4,1,4,13,0.3076923076923077,30.76923076923077
4,2,6,13,0.46153846153846156,46.15384615384615
4,3,3,13,0.23076923076923078,23.076923076923077
5,1,6,15,0.4,40.0
5,2,6,15,0.4,40.0
5,3,3,15,0.2,20.0
6,1,4,9,0.4444444444444444,44.44444444444444
6,2,4,9,0.4444444444444444,44.44444444444444
6,3,1,9,0.1111111111111111,11.11111111111111
7,1,4,8,0.5,50.0
7,2,3,8,0.375,37.5
7,3,1,8,0.125,12.5
8,1,6,6,1.0,100.0
8,2,0,6,0.0,0.0
8,3,0,6,0.0,0.0
9,1,6,6,1.0,100.0
9,2,0,6,0.0,0.0
9,3,0,6,0.0,0.0
