Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,166,896,0.18526785714285715,18.526785714285715
0,2,462,896,0.515625,51.5625
0,3,268,896,0.29910714285714285,29.910714285714285
1,1,140,642,0.21806853582554517,21.806853582554517
1,2,297,642,0.46261682242990654,46.26168224299065
1,3,205,642,0.31931464174454827,31.931464174454828
2,1,104,466,0.22317596566523606,22.317596566523605
2,2,227,466,0.4871244635193133,48.712446351931334
2,3,135,466,0.28969957081545067,28.96995708154507
3,1,89,337,0.26409495548961426,26.409495548961427
3,2,105,337,0.3115727002967359,31.15727002967359
3,3,143,337,0.42433234421364985,42.433234421364986
4,1,62,254,0.2440944881889764,24.409448818897637
4,2,120,254,0.47244094488188976,47.24409448818898
4,3,72,254,0.28346456692913385,28.346456692913385
5,1,55,169,0.3254437869822485,32.544378698224854
5,2,62,169,0.3668639053254438,36.68639053254438
5,3,52,169,0.3076923076923077,30.76923076923077
6,1,48,127,0.3779527559055118,37.79527559055118
6,2,56,127,0.4409448818897638,44.09448818897638
6,3,23,127,0.18110236220472442,18.11023622047244
7,1,43,86,0.5,50.0
7,2,41,86,0.47674418604651164,47.674418604651166
7,3,2,86,0.023255813953488372,2.3255813953488373
8,1,44,65,0.676923076923077,67.6923076923077
8,2,19,65,0.2923076923076923,29.230769230769234
8,3,2,65,0.03076923076923077,3.076923076923077
9,1,46,46,1.0,100.0
9,2,0,46,0.0,0.0
9,3,0,46,0.0,0.0
