Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,164,567,0.2892416225749559,28.92416225749559
0,2,275,567,0.48500881834215165,48.500881834215164
0,3,128,567,0.2257495590828924,22.57495590828924
1,1,135,531,0.2542372881355932,25.423728813559322
1,2,272,531,0.512241054613936,51.2241054613936
1,3,124,531,0.2335216572504708,23.35216572504708
2,1,100,304,0.32894736842105265,32.89473684210527
2,2,140,304,0.4605263157894737,46.05263157894737
2,3,64,304,0.21052631578947367,21.052631578947366
3,1,87,279,0.3118279569892473,31.182795698924732
3,2,122,279,0.43727598566308246,43.727598566308245
3,3,70,279,0.25089605734767023,25.089605734767023
4,1,61,160,0.38125,38.125
4,2,76,160,0.475,47.5
4,3,23,160,0.14375,14.374999999999998
5,1,56,146,0.3835616438356164,38.35616438356164
5,2,67,146,0.4589041095890411,45.89041095890411
5,3,23,146,0.15753424657534246,15.753424657534246
6,1,37,80,0.4625,46.25
6,2,41,80,0.5125,51.24999999999999
6,3,2,80,0.025,2.5
7,1,33,73,0.4520547945205479,45.20547945205479
7,2,36,73,0.4931506849315068,49.31506849315068
7,3,4,73,0.0547945205479452,5.47945205479452
8,1,38,42,0.9047619047619048,90.47619047619048
8,2,3,42,0.07142857142857142,7.142857142857142
8,3,1,42,0.023809523809523808,2.380952380952381
9,1,39,39,1.0,100.0
9,2,0,39,0.0,0.0
9,3,0,39,0.0,0.0
