Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,13,53,0.24528301886792453,24.528301886792452
0,2,26,53,0.49056603773584906,49.056603773584904
0,3,14,53,0.2641509433962264,26.41509433962264
1,1,13,47,0.2765957446808511,27.659574468085108
1,2,22,47,0.46808510638297873,46.808510638297875
1,3,12,47,0.2553191489361702,25.53191489361702
2,1,19,52,0.36538461538461536,36.53846153846153
2,2,22,52,0.4230769230769231,42.30769230769231
2,3,11,52,0.21153846153846154,21.153846153846153
3,1,17,50,0.34,34.0
3,2,19,50,0.38,38.0
3,3,14,50,0.28,28.000000000000004
4,1,17,47,0.3617021276595745,36.17021276595745
4,2,22,47,0.46808510638297873,46.808510638297875
4,3,8,47,0.1702127659574468,17.02127659574468
5,1,18,50,0.36,36.0
5,2,22,50,0.44,44.0
5,3,10,50,0.2,20.0
6,1,12,40,0.3,30.0
6,2,19,40,0.475,47.5
6,3,9,40,0.225,22.5
7,1,9,39,0.23076923076923078,23.076923076923077
7,2,19,39,0.48717948717948717,48.717948717948715
7,3,11,39,0.28205128205128205,28.205128205128204
8,1,6,31,0.1935483870967742,19.35483870967742
8,2,19,31,0.6129032258064516,61.29032258064516
8,3,6,31,0.1935483870967742,19.35483870967742
9,1,0,40,0.0,0.0
9,2,40,40,1.0,100.0
9,3,0,40,0.0,0.0
