Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,14,52,0.2692307692307692,26.923076923076923
0,2,24,52,0.46153846153846156,46.15384615384615
0,3,14,52,0.2692307692307692,26.923076923076923
1,1,12,45,0.26666666666666666,26.666666666666668
1,2,20,45,0.4444444444444444,44.44444444444444
1,3,13,45,0.28888888888888886,28.888888888888886
2,1,15,43,0.3488372093023256,34.883720930232556
2,2,19,43,0.4418604651162791,44.18604651162791
2,3,9,43,0.20930232558139536,20.930232558139537
3,1,11,41,0.2682926829268293,26.82926829268293
3,2,16,41,0.3902439024390244,39.02439024390244
3,3,14,41,0.34146341463414637,34.146341463414636
4,1,7,33,0.21212121212121213,21.21212121212121
4,2,18,33,0.5454545454545454,54.54545454545454
4,3,8,33,0.24242424242424243,24.242424242424242
5,1,8,33,0.24242424242424243,24.242424242424242
5,2,13,33,0.3939393939393939,39.39393939393939
5,3,12,33,0.36363636363636365,36.36363636363637
6,1,4,25,0.16,16.0
6,2,11,25,0.44,44.0
6,3,10,25,0.4,40.0
7,1,1,22,0.045454545454545456,4.545454545454546
7,2,11,22,0.5,50.0
7,3,10,22,0.45454545454545453,45.45454545454545
8,1,1,23,0.043478260869565216,4.3478260869565215
8,2,8,23,0.34782608695652173,34.78260869565217
8,3,14,23,0.6086956521739131,60.86956521739131
9,1,0,63,0.0,0.0
9,2,0,63,0.0,0.0
9,3,63,63,1.0,100.0
