Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,13,47,0.2765957446808511,27.659574468085108
0,2,23,47,0.48936170212765956,48.93617021276596
0,3,11,47,0.23404255319148937,23.404255319148938
1,1,12,41,0.2926829268292683,29.268292682926827
1,2,20,41,0.4878048780487805,48.78048780487805
1,3,9,41,0.21951219512195122,21.951219512195124
2,1,16,46,0.34782608695652173,34.78260869565217
2,2,22,46,0.4782608695652174,47.82608695652174
2,3,8,46,0.17391304347826086,17.391304347826086
3,1,13,44,0.29545454545454547,29.545454545454547
3,2,21,44,0.4772727272727273,47.72727272727273
3,3,10,44,0.22727272727272727,22.727272727272727
4,1,11,35,0.3142857142857143,31.428571428571427
4,2,17,35,0.4857142857142857,48.57142857142857
4,3,7,35,0.2,20.0
5,1,11,35,0.3142857142857143,31.428571428571427
5,2,16,35,0.45714285714285713,45.714285714285715
5,3,8,35,0.22857142857142856,22.857142857142858
6,1,9,26,0.34615384615384615,34.61538461538461
6,2,12,26,0.46153846153846156,46.15384615384615
6,3,5,26,0.19230769230769232,19.230769230769234
7,1,7,24,0.2916666666666667,29.166666666666668
7,2,11,24,0.4583333333333333,45.83333333333333
7,3,6,24,0.25,25.0
8,1,3,15,0.2,20.0
8,2,11,15,0.7333333333333333,73.33333333333333
8,3,1,15,0.06666666666666667,6.666666666666667
9,1,0,15,0.0,0.0
9,2,15,15,1.0,100.0
9,3,0,15,0.0,0.0
