Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,12,49,0.24489795918367346,24.489795918367346
0,2,26,49,0.5306122448979592,53.06122448979592
0,3,11,49,0.22448979591836735,22.448979591836736
1,1,10,42,0.23809523809523808,23.809523809523807
1,2,19,42,0.4523809523809524,45.23809523809524
1,3,13,42,0.30952380952380953,30.952380952380953
2,1,12,35,0.34285714285714286,34.285714285714285
2,2,18,35,0.5142857142857142,51.42857142857142
2,3,5,35,0.14285714285714285,14.285714285714285
3,1,11,39,0.28205128205128205,28.205128205128204
3,2,19,39,0.48717948717948717,48.717948717948715
3,3,9,39,0.23076923076923078,23.076923076923077
4,1,10,33,0.30303030303030304,30.303030303030305
4,2,15,33,0.45454545454545453,45.45454545454545
4,3,8,33,0.24242424242424243,24.242424242424242
5,1,6,30,0.2,20.0
5,2,17,30,0.5666666666666667,56.666666666666664
5,3,7,30,0.23333333333333334,23.333333333333332
6,1,7,26,0.2692307692307692,26.923076923076923
6,2,13,26,0.5,50.0
6,3,6,26,0.23076923076923078,23.076923076923077
7,1,5,20,0.25,25.0
7,2,10,20,0.5,50.0
7,3,5,20,0.25,25.0
8,1,3,18,0.16666666666666666,16.666666666666664
8,2,12,18,0.6666666666666666,66.66666666666666
8,3,3,18,0.16666666666666666,16.666666666666664
9,1,0,19,0.0,0.0
9,2,0,19,0.0,0.0
9,3,19,19,1.0,100.0
