Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,183,766,0.23890339425587467,23.890339425587467
0,2,373,766,0.4869451697127937,48.69451697127937
0,3,210,766,0.2741514360313316,27.415143603133156
1,1,99,507,0.1952662721893491,19.526627218934912
1,2,240,507,0.47337278106508873,47.337278106508876
1,3,168,507,0.33136094674556216,33.13609467455622
2,1,134,395,0.3392405063291139,33.92405063291139
2,2,209,395,0.529113924050633,52.911392405063296
2,3,52,395,0.13164556962025317,13.164556962025317
3,1,63,267,0.23595505617977527,23.595505617977526
3,2,133,267,0.49812734082397003,49.812734082397
3,3,71,267,0.26591760299625467,26.591760299625467
4,1,57,209,0.2727272727272727,27.27272727272727
4,2,101,209,0.48325358851674644,48.32535885167464
4,3,51,209,0.24401913875598086,24.401913875598087
5,1,27,134,0.20149253731343283,20.149253731343283
5,2,65,134,0.48507462686567165,48.507462686567166
5,3,42,134,0.31343283582089554,31.343283582089555
6,1,29,111,0.26126126126126126,26.126126126126124
6,2,55,111,0.4954954954954955,49.549549549549546
6,3,27,111,0.24324324324324326,24.324324324324326
7,1,14,69,0.2028985507246377,20.28985507246377
7,2,35,69,0.5072463768115942,50.72463768115942
7,3,20,69,0.2898550724637681,28.985507246376812
8,1,21,56,0.375,37.5
8,2,21,56,0.375,37.5
8,3,14,56,0.25,25.0
9,1,0,35,0.0,0.0
9,2,35,35,1.0,100.0
9,3,0,35,0.0,0.0
