Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,10,41,0.24390243902439024,24.390243902439025
0,2,21,41,0.5121951219512195,51.21951219512195
0,3,10,41,0.24390243902439024,24.390243902439025
1,1,7,34,0.20588235294117646,20.588235294117645
1,2,15,34,0.4411764705882353,44.11764705882353
1,3,12,34,0.35294117647058826,35.294117647058826
2,1,8,27,0.2962962962962963,29.629629629629626
2,2,14,27,0.5185185185185185,51.85185185185185
2,3,5,27,0.18518518518518517,18.51851851851852
3,1,11,31,0.3548387096774194,35.483870967741936
3,2,15,31,0.4838709677419355,48.38709677419355
3,3,5,31,0.16129032258064516,16.129032258064516
4,1,8,27,0.2962962962962963,29.629629629629626
4,2,14,27,0.5185185185185185,51.85185185185185
4,3,5,27,0.18518518518518517,18.51851851851852
5,1,6,25,0.24,24.0
5,2,13,25,0.52,52.0
5,3,6,25,0.24,24.0
6,1,8,21,0.38095238095238093,38.095238095238095
6,2,10,21,0.47619047619047616,47.61904761904761
6,3,3,21,0.14285714285714285,14.285714285714285
7,1,6,16,0.375,37.5
7,2,9,16,0.5625,56.25
7,3,1,16,0.0625,6.25
8,1,3,16,0.1875,18.75
8,2,10,16,0.625,62.5
8,3,3,16,0.1875,18.75
9,1,19,19,1.0,100.0
9,2,0,19,0.0,0.0
9,3,0,19,0.0,0.0
