Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,6,24,0.25,25.0
0,2,12,24,0.5,50.0
0,3,6,24,0.25,25.0
1,1,2,18,0.1111111111111111,11.11111111111111
1,2,8,18,0.4444444444444444,44.44444444444444
1,3,8,18,0.4444444444444444,44.44444444444444
2,1,4,16,0.25,25.0
2,2,8,16,0.5,50.0
2,3,4,16,0.25,25.0
3,1,3,14,0.21428571428571427,21.428571428571427
3,2,7,14,0.5,50.0
3,3,4,14,0.2857142857142857,28.57142857142857
4,1,4,13,0.3076923076923077,30.76923076923077
4,2,7,13,0.5384615384615384,53.84615384615385
4,3,2,13,0.15384615384615385,15.384615384615385
5,1,4,11,0.36363636363636365,36.36363636363637
5,2,5,11,0.45454545454545453,45.45454545454545
5,3,2,11,0.18181818181818182,18.181818181818183
6,1,2,11,0.18181818181818182,18.181818181818183
6,2,6,11,0.5454545454545454,54.54545454545454
6,3,3,11,0.2727272727272727,27.27272727272727
7,1,1,7,0.14285714285714285,14.285714285714285
7,2,4,7,0.5714285714285714,57.14285714285714
7,3,2,7,0.2857142857142857,28.57142857142857
8,1,0,7,0.0,0.0
8,2,3,7,0.42857142857142855,42.857142857142854
8,3,4,7,0.5714285714285714,57.14285714285714
9,1,0,6,0.0,0.0
9,2,6,6,1.0,100.0
9,3,0,6,0.0,0.0
