Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,8,31,0.25806451612903225,25.806451612903224
0,2,15,31,0.4838709677419355,48.38709677419355
0,3,8,31,0.25806451612903225,25.806451612903224
1,1,7,27,0.25925925925925924,25.925925925925924
1,2,13,27,0.48148148148148145,48.148148148148145
1,3,7,27,0.25925925925925924,25.925925925925924
2,1,6,20,0.3,30.0
2,2,10,20,0.5,50.0
2,3,4,20,0.2,20.0
3,1,3,18,0.16666666666666666,16.666666666666664
3,2,9,18,0.5,50.0
3,3,6,18,0.3333333333333333,33.33333333333333
4,1,2,13,0.15384615384615385,15.384615384615385
4,2,7,13,0.5384615384615384,53.84615384615385
4,3,4,13,0.3076923076923077,30.76923076923077
5,1,2,10,0.2,20.0
5,2,4,10,0.4,40.0
5,3,4,10,0.4,40.0
6,1,3,8,0.375,37.5
6,2,5,8,0.625,62.5
6,3,0,8,0.0,0.0
7,1,2,6,0.3333333333333333,33.33333333333333
7,2,3,6,0.5,50.0
7,3,1,6,0.16666666666666666,16.666666666666664
8,1,0,5,0.0,0.0
8,2,3,5,0.6,60.0
8,3,2,5,0.4,40.0
9,1,0,6,0.0,0.0
9,2,0,6,0.0,0.0
9,3,6,6,1.0,100.0
