Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,11,49,0.22448979591836735,22.448979591836736
0,2,26,49,0.5306122448979592,53.06122448979592
0,3,12,49,0.24489795918367346,24.489795918367346
1,1,10,41,0.24390243902439024,24.390243902439025
1,2,19,41,0.4634146341463415,46.34146341463415
1,3,12,41,0.2926829268292683,29.268292682926827
2,1,10,33,0.30303030303030304,30.303030303030305
2,2,17,33,0.5151515151515151,51.515151515151516
2,3,6,33,0.18181818181818182,18.181818181818183
3,1,10,38,0.2631578947368421,26.31578947368421
3,2,17,38,0.4473684210526316,44.73684210526316
3,3,11,38,0.2894736842105263,28.947368421052634
4,1,9,31,0.2903225806451613,29.03225806451613
4,2,16,31,0.5161290322580645,51.61290322580645
4,3,6,31,0.1935483870967742,19.35483870967742
5,1,5,26,0.19230769230769232,19.230769230769234
5,2,13,26,0.5,50.0
5,3,8,26,0.3076923076923077,30.76923076923077
6,1,6,24,0.25,25.0
6,2,11,24,0.4583333333333333,45.83333333333333
6,3,7,24,0.2916666666666667,29.166666666666668
7,1,4,18,0.2222222222222222,22.22222222222222
7,2,10,18,0.5555555555555556,55.55555555555556
7,3,4,18,0.2222222222222222,22.22222222222222
8,1,12,25,0.48,48.0
8,2,5,25,0.2,20.0
8,3,8,25,0.32,32.0
9,1,0,35,0.0,0.0
9,2,35,35,1.0,100.0
9,3,0,35,0.0,0.0
