Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,40,138,0.2898550724637681,28.985507246376812
0,2,66,138,0.4782608695652174,47.82608695652174
0,3,32,138,0.2318840579710145,23.18840579710145
1,1,12,86,0.13953488372093023,13.953488372093023
1,2,38,86,0.4418604651162791,44.18604651162791
1,3,36,86,0.4186046511627907,41.86046511627907
2,1,22,72,0.3055555555555556,30.555555555555557
2,2,41,72,0.5694444444444444,56.94444444444444
2,3,9,72,0.125,12.5
3,1,12,48,0.25,25.0
3,2,24,48,0.5,50.0
3,3,12,48,0.25,25.0
4,1,6,41,0.14634146341463414,14.634146341463413
4,2,22,41,0.5365853658536586,53.65853658536586
4,3,13,41,0.3170731707317073,31.70731707317073
5,1,5,24,0.20833333333333334,20.833333333333336
5,2,12,24,0.5,50.0
5,3,7,24,0.2916666666666667,29.166666666666668
6,1,11,22,0.5,50.0
6,2,11,22,0.5,50.0
6,3,0,22,0.0,0.0
7,1,5,12,0.4166666666666667,41.66666666666667
7,2,6,12,0.5,50.0
7,3,1,12,0.08333333333333333,8.333333333333332
8,1,0,11,0.0,0.0
8,2,6,11,0.5454545454545454,54.54545454545454
8,3,5,11,0.45454545454545453,45.45454545454545
9,1,0,6,0.0,0.0
9,2,0,6,0.0,0.0
9,3,6,6,1.0,100.0
