Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,168,550,0.3054545454545455,30.545454545454547
0,2,259,550,0.4709090909090909,47.090909090909086
0,3,123,550,0.22363636363636363,22.363636363636363
1,1,69,345,0.2,20.0
1,2,162,345,0.46956521739130436,46.95652173913044
1,3,114,345,0.33043478260869563,33.04347826086956
2,1,98,291,0.33676975945017185,33.67697594501718
2,2,157,291,0.5395189003436426,53.95189003436426
2,3,36,291,0.12371134020618557,12.371134020618557
3,1,55,183,0.3005464480874317,30.05464480874317
3,2,93,183,0.5081967213114754,50.81967213114754
3,3,35,183,0.1912568306010929,19.12568306010929
4,1,51,158,0.3227848101265823,32.278481012658226
4,2,75,158,0.47468354430379744,47.46835443037975
4,3,32,158,0.20253164556962025,20.253164556962027
5,1,21,93,0.22580645161290322,22.58064516129032
5,2,47,93,0.5053763440860215,50.53763440860215
5,3,25,93,0.26881720430107525,26.881720430107524
6,1,28,86,0.32558139534883723,32.55813953488372
6,2,43,86,0.5,50.0
6,3,15,86,0.1744186046511628,17.441860465116278
7,1,21,47,0.44680851063829785,44.680851063829785
7,2,23,47,0.48936170212765956,48.93617021276596
7,3,3,47,0.06382978723404255,6.382978723404255
8,1,7,43,0.16279069767441862,16.27906976744186
8,2,24,43,0.5581395348837209,55.81395348837209
8,3,12,43,0.27906976744186046,27.906976744186046
9,1,0,24,0.0,0.0
9,2,0,24,0.0,0.0
9,3,24,24,1.0,100.0
