Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,36,135,0.26666666666666666,26.666666666666668
0,2,64,135,0.4740740740740741,47.40740740740741
0,3,35,135,0.25925925925925924,25.925925925925924
1,1,5,77,0.06493506493506493,6.493506493506493
1,2,33,77,0.42857142857142855,42.857142857142854
1,3,39,77,0.5064935064935064,50.649350649350644
2,1,22,71,0.30985915492957744,30.985915492957744
2,2,40,71,0.5633802816901409,56.33802816901409
2,3,9,71,0.1267605633802817,12.676056338028168
3,1,11,44,0.25,25.0
3,2,22,44,0.5,50.0
3,3,11,44,0.25,25.0
4,1,9,42,0.21428571428571427,21.428571428571427
4,2,22,42,0.5238095238095238,52.38095238095239
4,3,11,42,0.2619047619047619,26.190476190476193
5,1,6,22,0.2727272727272727,27.27272727272727
5,2,11,22,0.5,50.0
5,3,5,22,0.22727272727272727,22.727272727272727
6,1,7,22,0.3181818181818182,31.818181818181817
6,2,11,22,0.5,50.0
6,3,4,22,0.18181818181818182,18.181818181818183
7,1,1,11,0.09090909090909091,9.090909090909092
7,2,6,11,0.5454545454545454,54.54545454545454
7,3,4,11,0.36363636363636365,36.36363636363637
8,1,0,11,0.0,0.0
8,2,5,11,0.45454545454545453,45.45454545454545
8,3,6,11,0.5454545454545454,54.54545454545454
9,1,0,6,0.0,0.0
9,2,6,6,1.0,100.0
9,3,0,6,0.0,0.0
