Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,11,42,0.2619047619047619,26.190476190476193
0,2,21,42,0.5,50.0
0,3,10,42,0.23809523809523808,23.809523809523807
1,1,7,36,0.19444444444444445,19.444444444444446
1,2,17,36,0.4722222222222222,47.22222222222222
1,3,12,36,0.3333333333333333,33.33333333333333
2,1,9,29,0.3103448275862069,31.03448275862069
2,2,15,29,0.5172413793103449,51.724137931034484
2,3,5,29,0.1724137931034483,17.24137931034483
3,1,11,33,0.3333333333333333,33.33333333333333
3,2,16,33,0.48484848484848486,48.484848484848484
3,3,6,33,0.18181818181818182,18.181818181818183
4,1,8,30,0.26666666666666666,26.666666666666668
4,2,16,30,0.5333333333333333,53.333333333333336
4,3,6,30,0.2,20.0
5,1,7,28,0.25,25.0
5,2,14,28,0.5,50.0
5,3,7,28,0.25,25.0
6,1,8,24,0.3333333333333333,33.33333333333333
6,2,12,24,0.5,50.0
6,3,4,24,0.16666666666666666,16.666666666666664
7,1,6,19,0.3157894736842105,31.57894736842105
7,2,11,19,0.5789473684210527,57.89473684210527
7,3,2,19,0.10526315789473684,10.526315789473683
8,1,3,16,0.1875,18.75
8,2,9,16,0.5625,56.25
8,3,4,16,0.25,25.0
9,1,0,24,0.0,0.0
9,2,0,24,0.0,0.0
9,3,24,24,1.0,100.0
